NOME,ANO,FASE,IAA,IAN,IDA,IDADE,IEG,INDE,INGRESSANTE,IPP,IPS,IPV
ALUNO-132,2021,,,,,15.0,,,0.0,,,
ALUNO-132,2022,,,,,16.0,,,0.0,,,
ALUNO-1320,2020,,,,,,,,1.0,,,
ALUNO-1320,2021,,,,,13.0,,,0.0,,,
ALUNO-1320,2022,2.0,6.83334,5.0,3.25,13.0,8.083333333333332,5.711110666666666,1.0,5.0,7.5,5.055550000000001
ALUNO-1321,2020,,,,,,,,1.0,,,
ALUNO-1321,2021,,,,,13.0,,,0.0,,,
ALUNO-1321,2022,0.0,5.16666,5.0,7.083333333333334,13.0,9.18456271397448,6.657746209461563,1.0,4.375,7.5,6.000005
ALUNO-1322,2020,,,,,,,,1.0,,,
ALUNO-1322,2021,,,,,13.0,,,0.0,,,
ALUNO-1322,2022,5.0,9.58335,5.0,2.0,13.0,3.257575757575757,4.989017484848485,1.0,5.625,7.5,5.833336666666667
ALUNO-1323,2020,1.0,9.000020000000001,5.0,10.0,10.0,9.1,8.049168666666667,1.0,7.916666666666668,4.375,8.0
ALUNO-1323,2021,2.0,8.0,10.0,5.1,11.0,8.8,7.518,0.0,7.9,5.6,7.9
ALUNO-1323,2022,2.0,8.500020000000001,5.0,4.916666666666667,12.0,9.092813051146384,6.708842610229277,0.0,5.833333333333334,5.625,7.055556666666667
ALUNO-1324,2020,1.0,9.000020000000001,5.0,10.0,10.0,7.9,8.000835333333335,1.0,7.708333333333334,7.5,7.5
ALUNO-1324,2021,2.0,8.5,10.0,3.4,11.0,8.8,7.186,0.0,7.5,7.5,7.1
ALUNO-1324,2022,2.0,0.0,5.0,3.833333333333333,12.0,6.721583370190181,5.451260674038036,0.0,6.458333333333334,7.5,7.222219999999999
ALUNO-1325,2020,2.0,6.91668,5.0,0.0,13.0,8.3,5.3245830000000005,1.0,6.5625,5.0,6.583325
ALUNO-1325,2021,,,,,14.0,,,0.0,,,
ALUNO-1325,2022,,,,,15.0,,,0.0,,,
ALUNO-1326,2020,,,,,,,,1.0,,,
ALUNO-1326,2021,2.0,9.0,5.0,1.3,13.0,3.8,4.396,0.0,6.9,5.6,3.7
ALUNO-1326,2022,,,,,13.0,,,0.0,,,
ALUNO-1327,2020,,,,,,,,1.0,,,
ALUNO-1327,2021,,,,,13.0,,,0.0,,,
ALUNO-1327,2022,2.0,10.00002,5.0,3.583333333333333,13.0,8.495798319327731,6.625548997198881,1.0,6.041666666666666,7.5,6.777770000000001
ALUNO-1328,2020,2.0,9.500020000000001,10.0,1.5,10.0,8.7,7.285836,1.0,8.125,7.5,8.66667
ALUNO-1328,2021,,,,,11.0,,,0.0,,,
ALUNO-1328,2022,,,,,12.0,,,0.0,,,
ALUNO-1329,2020,,,,,,,,1.0,,,
ALUNO-1329,2021,,,,,13.0,,,0.0,,,
ALUNO-1329,2022,1.0,8.500020000000001,5.0,2.0,13.0,8.074074074074073,6.085650148148147,1.0,6.041666666666667,7.5,6.833333333333333
ALUNO-133,2020,0.0,10.000020000000001,5.0,10.0,10.0,9.8,8.428752,1.0,7.1875,7.5,7.5
ALUNO-133,2021,1.0,9.5,5.0,7.1,11.0,9.6,7.99,0.0,7.7,7.5,8.4
ALUNO-133,2022,1.0,8.000020000000001,5.0,7.166666666666666,12.0,9.116541353383456,7.292060604010025,0.0,5.3125,6.875,7.583335
ALUNO-1330,2020,,,,,,,,1.0,,,
ALUNO-1330,2021,4.0,8.8,5.0,5.5,13.0,8.3,7.117,0.0,7.5,7.5,7.3
ALUNO-1330,2022,4.0,8.33334,5.0,3.777777777777778,13.0,6.837234104721832,5.885500876499922,0.0,6.875,6.25,5.5833225
ALUNO-1331,2020,,,,,,,,1.0,,,
ALUNO-1331,2021,,,,,13.0,,,0.0,,,
ALUNO-1331,2022,0.0,10.00002,5.0,8.083333333333334,13.0,8.134920634920636,7.410319793650795,0.0,5.625,4.375,8.333335
ALUNO-1332,2020,,,,,,,,1.0,,,
ALUNO-1332,2021,0.0,10.0,10.0,6.6,13.0,10.0,8.775,1.0,7.5,7.5,9.8
ALUNO-1332,2022,,,,,13.0,,,0.0,,,
ALUNO-1333,2020,,,,,,,,1.0,,,
ALUNO-1333,2021,,,,,13.0,,,0.0,,,
ALUNO-1333,2022,1.0,9.000020000000001,10.0,6.5,13.0,9.62962962962963,8.180094592592592,1.0,6.041666666666667,7.5,8.5
ALUNO-1334,2020,,,,,,,,1.0,,,
ALUNO-1334,2021,0.0,8.5,10.0,7.4,13.0,10.0,8.821,1.0,8.1,7.5,9.7
ALUNO-1334,2022,1.0,9.50002,10.0,9.333333333333334,13.0,10.0,8.970836666666667,0.0,6.041666666666667,7.5,9.000006666666668
ALUNO-1335,2020,,,,,,,,1.0,,,
ALUNO-1335,2021,2.0,0.0,10.0,3.4,13.0,3.8,4.831,1.0,6.7,7.5,4.9
ALUNO-1335,2022,2.0,9.000020000000001,5.0,6.166666666666666,13.0,7.672212844626638,6.742777235591996,0.0,6.458333333333334,5.625,6.833329999999999
ALUNO-1336,2020,3.0,8.33334,5.0,3.6666666666666665,14.0,4.0,5.584721333333334,0.0,8.125,7.5,5.777770000000001
ALUNO-1336,2021,,,,,15.0,,,0.0,,,
ALUNO-1336,2022,,,,,16.0,,,0.0,,,
ALUNO-1337,2020,,,,,,,,1.0,,,
ALUNO-1337,2021,,,,,13.0,,,0.0,,,
ALUNO-1337,2022,3.0,9.16668,5.0,6.5,13.0,5.212121212121213,6.150757242424243,1.0,6.25,7.5,5.083325
ALUNO-1338,2020,1.0,9.500020000000001,5.0,9.5,10.0,8.1,8.332502999999999,1.0,8.125,7.5,9.000005
ALUNO-1338,2021,2.0,7.9,10.0,5.2,11.0,2.1,6.511,0.0,7.7,7.5,8.7
ALUNO-1338,2022,2.0,9.50002,5.0,5.166666666666667,12.0,8.480125262446176,7.075193052489235,0.0,6.458333333333332,7.5,7.499996666666666
ALUNO-1339,2020,3.0,10.000020000000001,5.0,7.666666666666667,14.0,10.0,7.922223333333333,1.0,7.5,7.5,6.944439999999999
ALUNO-1339,2021,,,,,15.0,,,0.0,,,
ALUNO-1339,2022,,,,,16.0,,,0.0,,,
ALUNO-134,2020,,,,,,,,1.0,,,
ALUNO-134,2021,,,,,13.0,,,0.0,,,
ALUNO-134,2022,3.0,10.00002,5.0,5.75,13.0,9.153439153439152,7.086938830687831,1.0,7.1875,5.625,6.624995
ALUNO-1340,2020,,,,,,,,1.0,,,
ALUNO-1340,2021,,,,,13.0,,,0.0,,,
ALUNO-1340,2022,3.0,9.58335,2.5,0.0,13.0,5.77380952380952,5.030804404761904,1.0,7.34375,7.5,5.9166625
ALUNO-1341,2020,7.0,8.75001,10.0,7.166666666666667,17.0,8.9,8.430002833333335,1.0,8.125,6.875,9.2083425
ALUNO-1341,2021,,,,,18.0,,,0.0,,,
ALUNO-1341,2022,,,,,19.0,,,0.0,,,
ALUNO-1342,2020,,,,,,,,1.0,,,
ALUNO-1342,2021,,,,,13.0,,,0.0,,,
ALUNO-1342,2022,2.0,7.916679999999999,10.0,7.75,13.0,9.666666666666666,8.150001333333332,1.0,6.25,7.5,7.5
ALUNO-1343,2020,2.0,8.000020000000001,10.0,0.0,11.0,8.0,5.841667000000001,1.0,6.25,5.0,6.583325
ALUNO-1343,2021,2.0,10.0,5.0,1.3,12.0,1.3,3.996,0.0,6.9,5.6,3.7
ALUNO-1343,2022,2.0,7.416679999999999,5.0,2.0,13.0,6.470435347628331,5.674643736192333,0.0,6.25,6.25,7.444443333333333
ALUNO-1344,2020,1.0,8.000020000000001,2.5,6.0,14.0,7.4,6.449445333333334,1.0,6.458333333333334,5.625,7.555549999999998
ALUNO-1344,2021,2.0,9.5,2.5,2.0,15.0,5.8,5.664,0.0,8.1,5.6,7.6
ALUNO-1344,2022,,,,,16.0,,,0.0,,,
ALUNO-1345,2020,,,,,,,,1.0,,,
ALUNO-1345,2021,0.0,9.0,5.0,4.9,13.0,6.7,6.606,1.0,7.2,7.5,7.1
ALUNO-1345,2022,,,,,13.0,,,0.0,,,
ALUNO-1346,2020,,,,,,,,1.0,,,
ALUNO-1346,2021,,,,,13.0,,,0.0,,,
ALUNO-1346,2022,0.0,9.000020000000001,5.0,9.0,13.0,9.03183885640026,8.135537771280053,1.0,5.625,7.5,9.08334
ALUNO-1347,2020,7.0,9.16668,10.0,4.666666666666667,17.0,8.1,7.158543333333334,1.0,7.34375,6.875,6.333335
ALUNO-1347,2021,,,,,18.0,,,0.0,,,
ALUNO-1347,2022,,,,,19.0,,,0.0,,,
ALUNO-1348,2020,3.0,7.91667,10.0,6.333333333333333,13.0,7.1,7.842224333333333,1.0,8.541666666666666,6.875,9.11112
ALUNO-1348,2021,3.0,7.5,5.0,6.9,14.0,8.6,7.422,0.0,7.5,6.3,8.5
ALUNO-1348,2022,4.0,8.33334,5.0,5.900000000000001,15.0,9.178030303030305,6.749980560606062,0.0,6.71875,5.625,5.8333275
ALUNO-1349,2020,,,,,,,,1.0,,,
ALUNO-1349,2021,,,,,13.0,,,0.0,,,
ALUNO-1349,2022,3.0,7.91667,5.0,4.5,13.0,7.540113871635611,6.399688274327123,1.0,7.5,7.5,5.9999925
ALUNO-135,2020,1.0,9.000020000000001,10.0,6.5,9.0,8.4,7.798752,1.0,7.1875,7.5,7.25
ALUNO-135,2021,1.0,9.5,5.0,3.6,10.0,4.2,5.788,0.0,6.9,6.3,7.3
ALUNO-135,2022,1.0,9.000020000000001,5.0,2.416666666666667,11.0,4.75108225108225,5.262717116883117,0.0,5.625,5.0,6.833326666666666
ALUNO-136,2020,5.0,7.5,5.0,2.0,16.0,4.0,4.643056,1.0,6.666666666666667,4.375,5.444446666666667
ALUNO-136,2021,,,,,17.0,,,0.0,,,
ALUNO-136,2022,,,,,18.0,,,0.0,,,
ALUNO-137,2020,,,,,,,,1.0,,,
ALUNO-137,2021,0.0,8.0,5.0,5.3,13.0,5.8,6.012,1.0,5.0,7.5,6.2
ALUNO-137,2022,,,,,13.0,,,0.0,,,
ALUNO-138,2020,,,,,,,,1.0,,,
ALUNO-138,2021,,,,,13.0,,,0.0,,,
ALUNO-138,2022,0.0,10.00002,5.0,9.65,13.0,9.552042160737813,8.452910432147561,1.0,5.625,7.5,9.0
ALUNO-139,2020,5.0,9.16668,5.0,4.333333333333333,17.0,5.8,6.105834000000001,0.0,8.125,7.5,5.499996666666667
ALUNO-139,2021,,,,,18.0,,,0.0,,,
ALUNO-139,2022,,,,,19.0,,,0.0,,,
ALUNO-14,2020,2.0,8.000020000000001,10.0,0.0,11.0,7.6,6.434585,1.0,8.4375,6.875,7.916665
ALUNO-14,2021,,,,,12.0,,,0.0,,,
ALUNO-14,2022,,,,,13.0,,,0.0,,,
ALUNO-140,2020,,,,,,,,1.0,,,
ALUNO-140,2021,,,,,13.0,,,0.0,,,
ALUNO-140,2022,0.0,9.50002,5.0,7.25,13.0,7.218567251461989,6.952048450292399,1.0,5.625,5.625,7.416665
ALUNO-141,2020,,,,,,,,1.0,,,
ALUNO-141,2021,,,,,13.0,,,0.0,,,
ALUNO-141,2022,3.0,9.58335,10.0,5.166666666666667,13.0,8.068181818181818,7.338636696969697,1.0,7.5,7.5,6.166660000000001
ALUNO-142,2020,,,,,,,,1.0,,,
ALUNO-142,2021,,,,,13.0,,,0.0,,,
ALUNO-142,2022,3.0,10.00002,5.0,7.777777777777779,13.0,8.989820565907522,8.083730668737061,1.0,7.96875,7.5,8.41667
ALUNO-143,2020,,,,,,,,1.0,,,
ALUNO-143,2021,3.0,7.9,10.0,4.3,13.0,4.4,6.278,1.0,7.5,6.3,6.8
ALUNO-143,2022,3.0,8.75001,5.0,5.111111111111111,13.0,6.444493006993008,6.330913823620824,0.0,7.03125,5.0,7.208335
ALUNO-144,2020,,,,,,,,1.0,,,
ALUNO-144,2021,,,,,13.0,,,0.0,,,
ALUNO-144,2022,4.0,8.33334,5.0,7.888888888888888,13.0,9.15703781512605,7.946686340802987,1.0,8.125,7.5,8.208335
ALUNO-145,2020,7.0,7.91667,10.0,7.333333333333333,17.0,9.1,8.345001166666666,1.0,7.5,7.5,8.8333375
ALUNO-145,2021,,,,,18.0,,,0.0,,,
ALUNO-145,2022,,,,,19.0,,,0.0,,,
ALUNO-146,2020,1.0,10.000020000000001,10.0,0.0,9.0,7.2,6.385835333333334,1.0,7.291666666666667,7.5,7.333333333333333
ALUNO-146,2021,,,,,10.0,,,0.0,,,
ALUNO-146,2022,,,,,11.0,,,0.0,,,
ALUNO-147,2020,2.0,9.000020000000001,5.0,0.0,13.0,8.0,5.934724000000001,1.0,7.291666666666667,7.5,7.277776666666666
ALUNO-147,2021,,,,,14.0,,,0.0,,,
ALUNO-147,2022,,,,,15.0,,,0.0,,,
ALUNO-148,2020,,,,,,,,1.0,,,
ALUNO-148,2021,,,,,13.0,,,0.0,,,
ALUNO-148,2022,1.0,9.50002,5.0,6.5,13.0,9.351851851851851,7.618983703703704,1.0,6.041666666666667,7.5,8.222223333333332
ALUNO-149,2020,6.0,7.5,10.0,3.0,16.0,8.7,7.131667,1.0,8.125,5.625,8.333335
ALUNO-149,2021,7.0,8.8,10.0,7.4,17.0,8.1,8.36,0.0,8.3,6.9,9.4
ALUNO-149,2022,,,,,18.0,,,0.0,,,
ALUNO-15,2020,2.0,8.500020000000001,5.0,0.0,12.0,4.0,5.162502,1.0,8.125,7.5,7.25
ALUNO-15,2021,,,,,13.0,,,0.0,,,
ALUNO-15,2022,,,,,14.0,,,0.0,,,
ALUNO-150,2020,,,,,,,,1.0,,,
ALUNO-150,2021,,,,,13.0,,,0.0,,,
ALUNO-150,2022,2.0,10.00002,5.0,9.0,13.0,9.717813051146384,8.219954610229276,1.0,6.875,5.0,8.94445
ALUNO-151,2020,1.0,9.500020000000001,5.0,7.5,11.0,9.5,8.238891333333333,1.0,9.166666666666666,7.5,8.611113333333334
ALUNO-151,2021,2.0,9.5,5.0,9.1,12.0,9.6,9.004,0.0,10.0,8.1,10.0
ALUNO-151,2022,3.0,8.33334,10.0,7.900000000000001,13.0,8.436240842490841,8.225582168498168,0.0,8.125,6.875,8.125
ALUNO-152,2020,3.0,6.24999,10.0,6.333333333333333,11.0,9.0,7.963542166666667,1.0,7.96875,7.5,8.6250075
ALUNO-152,2021,3.0,8.8,10.0,8.0,12.0,8.3,8.672,0.0,8.3,7.5,9.8
ALUNO-152,2022,4.0,8.75001,10.0,7.644444444444443,13.0,7.806870995242416,7.618388587937373,0.0,7.03125,5.0,7.2499975
ALUNO-153,2020,4.0,10.000020000000001,10.0,4.666666666666667,13.0,9.0,8.167711833333334,1.0,8.59375,7.5,9.125007499999999
ALUNO-153,2021,4.0,10.0,10.0,7.5,14.0,7.5,8.355,0.0,8.0,7.5,9.0
ALUNO-153,2022,5.0,10.00002,10.0,8.700000000000001,15.0,9.09722222222222,9.105280944444443,0.0,8.75,8.125,9.2916725
ALUNO-154,2020,1.0,8.500020000000001,5.0,0.0,10.0,7.1,5.8845849999999995,1.0,7.8125,7.5,7.916665
ALUNO-154,2021,1.0,9.5,5.0,1.5,11.0,2.9,5.163,0.0,8.1,7.5,6.3
ALUNO-154,2022,1.0,3.49998,5.0,3.75,12.0,3.797498797498797,4.934497092833093,0.0,6.25,7.5,5.999996666666666
ALUNO-155,2020,,,,,,,,1.0,,,
ALUNO-155,2021,6.0,7.1,5.0,3.4,13.0,5.3,5.082,1.0,8.1,0.0,6.6
ALUNO-155,2022,,,,,13.0,,,0.0,,,
ALUNO-156,2020,2.0,7.9166799999999995,5.0,5.0,12.0,8.9,7.1105566666666675,1.0,6.666666666666667,7.5,8.11111
ALUNO-156,2021,3.0,7.5,10.0,7.3,13.0,7.8,7.981,0.0,8.3,6.3,8.8
ALUNO-156,2022,4.0,7.91667,10.0,6.599999999999999,14.0,8.159632034632034,7.535259906926407,0.0,7.5,5.0,7.7083325
ALUNO-157,2020,1.0,9.500020000000001,5.0,6.75,10.0,6.4,7.177224000000001,1.0,7.916666666666668,7.5,7.777776666666667
ALUNO-157,2021,,,,,11.0,,,0.0,,,
ALUNO-157,2022,,,,,12.0,,,0.0,,,
ALUNO-158,2020,3.0,9.16668,5.0,5.0,14.0,5.9,6.064722,1.0,7.708333333333334,3.75,6.611103333333333
ALUNO-158,2021,4.0,8.3,5.0,4.5,15.0,6.1,6.056,0.0,6.9,6.9,6.1
ALUNO-158,2022,4.0,8.33334,5.0,4.111111111111112,16.0,4.747740005092947,5.623852223240812,0.0,7.1875,5.0,6.49999
ALUNO-159,2020,,,,,,,,1.0,,,
ALUNO-159,2021,0.0,9.0,5.0,6.1,13.0,10.0,8.025,1.0,8.1,7.5,9.3
ALUNO-159,2022,0.0,9.000020000000001,5.0,7.25,13.0,8.966049382716049,7.484878876543211,0.0,5.625,5.625,8.583335
ALUNO-16,2020,,,,,,,,1.0,,,
ALUNO-16,2021,,,,,13.0,,,0.0,,,
ALUNO-16,2022,1.0,8.500020000000001,5.0,6.333333333333334,13.0,9.33862433862434,6.995504201058202,1.0,4.791666666666666,6.875,6.722219999999999
ALUNO-160,2020,1.0,8.000020000000001,5.0,0.0,10.0,2.3,4.478057333333334,1.0,7.291666666666667,5.0,7.444443333333333
ALUNO-160,2021,,,,,11.0,,,0.0,,,
ALUNO-160,2022,,,,,12.0,,,0.0,,,
ALUNO-161,2020,8.0,7.91667,10.0,9.0,18.0,10.0,8.891667,1.0,0.0,7.5,0.0
ALUNO-161,2021,,,,,19.0,,,0.0,,,
ALUNO-161,2022,,,,,20.0,,,0.0,,,
ALUNO-162,2020,1.0,8.500020000000001,5.0,8.5,10.0,8.8,7.953752000000001,1.0,8.4375,7.5,7.75
ALUNO-162,2021,1.0,8.5,5.0,6.6,11.0,10.0,7.531,0.0,7.5,7.5,6.8
ALUNO-162,2022,,,,,12.0,,,0.0,,,
ALUNO-163,2020,1.0,7.50002,5.0,6.25,12.0,8.2,6.440002,1.0,2.5,5.0,7.75
ALUNO-163,2021,,,,,13.0,,,0.0,,,
ALUNO-163,2022,,,,,14.0,,,0.0,,,
ALUNO-164,2020,1.0,9.500020000000001,5.0,7.5,10.0,8.7,7.708752,1.0,7.1875,7.5,7.75
ALUNO-164,2021,2.0,9.5,10.0,5.9,11.0,5.8,7.125,0.0,7.5,7.5,6.7
ALUNO-164,2022,2.0,8.500020000000001,5.0,5.75,12.0,7.304131054131053,6.837216877492878,0.0,6.041666666666667,7.5,7.61111
ALUNO-165,2020,0.0,9.000020000000001,5.0,10.0,11.0,10.0,8.431252,1.0,7.8125,7.5,7.5
ALUNO-165,2021,1.0,10.0,5.0,7.3,12.0,7.5,7.579,0.0,8.3,7.5,7.7
ALUNO-165,2022,1.0,8.500020000000001,5.0,8.416666666666668,13.0,9.848484848484848,8.18081096969697,0.0,6.875,8.125,8.388893333333334
ALUNO-166,2020,,,,,,,,1.0,,,
ALUNO-166,2021,,,,,13.0,,,0.0,,,
ALUNO-166,2022,1.0,9.50002,5.0,4.75,13.0,9.03988603988604,6.641311207977208,1.0,5.625,4.375,7.16666
ALUNO-167,2020,,,,,,,,1.0,,,
ALUNO-167,2021,1.0,10.0,5.0,5.8,13.0,9.2,7.639,1.0,7.5,7.5,8.3
ALUNO-167,2022,2.0,8.500020000000001,10.0,2.75,13.0,8.825396825396826,6.985914031746033,0.0,6.041666666666667,7.5,7.333329999999999
ALUNO-168,2020,1.0,10.000020000000001,5.0,8.5,11.0,8.8,8.082224,1.0,7.5,7.5,8.11111
ALUNO-168,2021,2.0,0.0,5.0,2.5,12.0,1.7,3.524,0.0,7.5,5.6,4.4
ALUNO-168,2022,2.0,9.000020000000001,5.0,6.133333333333333,13.0,6.002801120448179,6.434172224089636,0.0,6.041666666666667,6.25,6.888883333333332
ALUNO-169,2020,0.0,9.000020000000001,10.0,10.0,8.0,10.0,7.800001000000001,0.0,2.5,5.0,5.749995
ALUNO-169,2021,0.0,8.5,5.0,6.1,9.0,10.0,6.898,0.0,5.3,4.4,6.8
ALUNO-169,2022,0.0,9.50002,5.0,6.916666666666666,10.0,8.945512820512821,7.284936897435898,0.0,5.625,5.0,7.999995
ALUNO-17,2020,1.0,9.500020000000001,5.0,10.0,13.0,6.8,7.766252,1.0,6.5625,7.5,7.75
ALUNO-17,2021,1.0,9.5,5.0,2.6,14.0,4.2,6.14,0.0,8.4,7.5,8.8
ALUNO-17,2022,1.0,9.50002,5.0,5.5,15.0,6.647869674185464,6.723325934837093,0.0,5.9375,7.5,7.5
ALUNO-170,2020,,,,,,,,1.0,,,
ALUNO-170,2021,,,,,13.0,,,0.0,,,
ALUNO-170,2022,1.0,7.50002,5.0,8.25,13.0,8.959435626102293,7.523833791887125,1.0,6.041666666666667,7.5,7.38889
ALUNO-171,2020,,,,,,,,1.0,,,
ALUNO-171,2021,3.0,8.8,5.0,7.5,13.0,8.9,8.036,1.0,8.3,7.5,9.0
ALUNO-171,2022,4.0,7.91667,5.0,7.633333333333333,13.0,8.255555555555556,7.304860777777779,0.0,7.1875,7.5,6.83333
ALUNO-172,2020,,,,,,,,1.0,,,
ALUNO-172,2021,,,,,13.0,,,0.0,,,
ALUNO-172,2022,1.0,6.41668,5.0,5.75,13.0,8.32010582010582,6.407077164021164,1.0,5.625,5.0,6.94444
ALUNO-173,2020,5.0,7.91667,5.0,2.8333333333333335,16.0,0.9,3.7383341666666663,1.0,5.625,3.125,4.1250025
ALUNO-173,2021,5.0,9.6,5.0,4.9,17.0,6.7,6.532,0.0,7.7,5.0,7.5
ALUNO-173,2022,,,,,18.0,,,0.0,,,
ALUNO-174,2020,5.0,9.16668,10.0,7.2,15.0,10.0,7.921668,1.0,0.0,5.625,0.0
ALUNO-174,2021,,,,,16.0,,,0.0,,,
ALUNO-174,2022,,,,,17.0,,,0.0,,,
ALUNO-175,2020,,,,,,,,1.0,,,
ALUNO-175,2021,,,,,13.0,,,0.0,,,
ALUNO-175,2022,4.0,8.33334,10.0,6.111111111111111,13.0,7.676334422657952,7.540822106753813,1.0,7.5,7.5,7.249995
ALUNO-176,2020,,,,,,,,1.0,,,
ALUNO-176,2021,2.0,7.5,5.0,4.3,13.0,6.3,5.674,0.0,6.7,5.0,5.7
ALUNO-176,2022,3.0,6.66666,5.0,2.888888888888889,13.0,7.391025641025641,5.096608405982907,0.0,5.15625,5.0,4.2916725
ALUNO-177,2020,,,,,,,,1.0,,,
ALUNO-177,2021,0.0,9.0,10.0,4.6,13.0,8.3,7.196,1.0,6.9,7.5,6.3
ALUNO-177,2022,0.0,9.50002,10.0,8.783333333333333,13.0,8.964102564102564,8.27865517948718,0.0,5.625,7.5,7.33333
ALUNO-178,2020,,,,,,,,1.0,,,
ALUNO-178,2021,,,,,13.0,,,0.0,,,
ALUNO-178,2022,0.0,8.500020000000001,10.0,3.416666666666667,13.0,9.547511312217194,7.205336595776773,1.0,5.625,7.5,7.249995
ALUNO-179,2020,,,,,,,,1.0,,,
ALUNO-179,2021,,,,,13.0,,,0.0,,,
ALUNO-179,2022,2.0,6.83334,5.0,9.5,13.0,8.69949494949495,7.68295498989899,1.0,6.875,7.5,7.111109999999999
ALUNO-18,2020,3.0,9.58335,5.0,6.5,14.0,7.0,7.2055576666666665,1.0,7.083333333333334,7.5,7.944446666666665
ALUNO-18,2021,4.0,10.0,5.0,5.3,15.0,3.3,5.666,0.0,7.7,6.3,5.2
ALUNO-18,2022,4.0,0.0,5.0,5.222222222222222,16.0,6.287640056022409,5.845721955648926,0.0,7.8125,8.125,7.2499975
ALUNO-180,2020,,,,,,,,1.0,,,
ALUNO-180,2021,,,,,13.0,,,0.0,,,
ALUNO-180,2022,0.0,9.000020000000001,5.0,3.5,13.0,7.916666666666666,6.039586333333334,1.0,5.3125,6.25,6.000005
ALUNO-181,2020,,,,,,,,1.0,,,
ALUNO-181,2021,,,,,13.0,,,0.0,,,
ALUNO-181,2022,0.0,9.000020000000001,5.0,8.083333333333332,13.0,9.105915870621754,7.910768840791018,1.0,6.5625,7.5,8.333335
ALUNO-182,2020,,,,,,,,1.0,,,
ALUNO-182,2021,,,,,13.0,,,0.0,,,
ALUNO-182,2022,0.0,9.50002,10.0,6.0,13.0,6.518218623481781,7.093227724696356,1.0,4.6875,6.875,7.41666
ALUNO-183,2020,0.0,9.000020000000001,5.0,10.0,11.0,10.0,7.862503,1.0,2.5,8.125,7.000005
ALUNO-183,2021,,,,,12.0,,,0.0,,,
ALUNO-183,2022,,,,,13.0,,,0.0,,,
ALUNO-184,2020,1.0,10.000020000000001,10.0,7.5,9.0,8.3,8.257224,1.0,7.916666666666668,7.5,7.777776666666667
ALUNO-184,2021,2.0,8.5,10.0,5.6,10.0,9.2,7.896,1.0,7.5,7.5,8.0
ALUNO-184,2022,,,,,11.0,,,0.0,,,
ALUNO-185,2020,,,,,,,,1.0,,,
ALUNO-185,2021,0.0,8.0,10.0,5.4,13.0,10.0,7.906,1.0,7.2,7.5,7.8
ALUNO-185,2022,0.0,8.500020000000001,5.0,8.8,13.0,8.243546576879911,7.617045315375983,0.0,5.625,8.125,7.41667
ALUNO-186,2020,3.0,8.75001,2.5,5.666666666666667,16.0,5.8,6.314166333333334,0.0,8.125,7.5,6.66666
ALUNO-186,2021,,,,,17.0,,,0.0,,,
ALUNO-186,2022,,,,,18.0,,,0.0,,,
ALUNO-187,2020,2.0,8.500020000000001,10.0,0.0,10.0,8.0,6.41389,0.0,7.916666666666667,7.5,7.111106666666665
ALUNO-187,2021,,,,,11.0,,,0.0,,,
ALUNO-187,2022,,,,,12.0,,,0.0,,,
ALUNO-188,2020,3.0,7.08333,10.0,9.0,13.0,4.7,7.744167,1.0,8.125,7.5,8.66667
ALUNO-188,2021,3.0,7.1,5.0,4.7,14.0,5.8,6.435,0.0,8.1,7.5,7.8
ALUNO-188,2022,,,,,15.0,,,0.0,,,
ALUNO-189,2020,1.0,8.000020000000001,5.0,8.0,10.0,8.3,7.2558353333333345,0.0,7.291666666666667,5.0,7.333333333333333
ALUNO-189,2021,,,,,11.0,,,0.0,,,
ALUNO-189,2022,,,,,12.0,,,0.0,,,
ALUNO-19,2020,,,,,,,,1.0,,,
ALUNO-19,2021,2.0,9.0,5.0,4.6,13.0,6.3,6.751,1.0,7.7,7.5,8.3
ALUNO-19,2022,2.0,10.00002,5.0,7.466666666666667,13.0,9.054621848739496,7.843149036414566,0.0,6.666666666666666,7.5,8.111113333333334
ALUNO-190,2020,7.0,8.33334,10.0,7.666666666666667,17.0,9.2,8.733751333333334,1.0,9.0625,6.875,9.666670000000002
ALUNO-190,2021,,,,,18.0,,,0.0,,,
ALUNO-190,2022,,,,,19.0,,,0.0,,,
ALUNO-191,2020,,,,,,,,1.0,,,
ALUNO-191,2021,,,,,13.0,,,0.0,,,
ALUNO-191,2022,1.0,9.50002,5.0,6.5,13.0,8.722222222222221,6.709725111111111,1.0,4.375,5.0,6.388893333333333
ALUNO-192,2020,1.0,7.4166799999999995,5.0,0.0,11.0,5.1,4.854723333333333,1.0,6.041666666666666,5.0,7.444443333333333
ALUNO-192,2021,,,,,12.0,,,0.0,,,
ALUNO-192,2022,2.0,8.500020000000001,5.0,5.0,13.0,8.103174603174603,6.722024920634921,1.0,6.458333333333334,7.5,6.777773333333331
ALUNO-193,2020,3.0,10.000020000000001,10.0,7.0,13.0,9.8,8.539168666666667,1.0,8.125,5.0,9.333333333333332
ALUNO-193,2021,3.0,9.2,5.0,7.7,14.0,10.0,8.215,0.0,7.9,5.6,9.6
ALUNO-193,2022,4.0,8.75001,5.0,5.566666666666666,15.0,9.038690476190476,7.174196928571429,0.0,7.65625,5.625,7.7499975
ALUNO-194,2020,6.0,8.33334,5.0,6.333333333333333,17.0,8.3,7.1214596666666665,1.0,7.65625,6.875,7.04167
ALUNO-194,2021,,,,,18.0,,,0.0,,,
