NOME,ANO,FASE,IAA,IAN,IDA,IDADE,IEG,INDE,INGRESSANTE,IPP,IPS,IPV
ALUNO-437,2021,2.0,8.5,10.0,4.0,10.0,5.0,6.482,0.0,7.7,7.5,6.6
ALUNO-437,2022,1.0,8.500020000000001,5.0,8.75,11.0,8.777777777777779,7.700002222222222,0.0,5.833333333333334,7.5,7.555556666666667
ALUNO-438,2020,,,,,,,,1.0,,,
ALUNO-438,2021,5.0,9.2,5.0,2.8,13.0,5.3,5.756,1.0,7.5,7.5,6.1
ALUNO-438,2022,7.0,7.91667,5.0,3.305555555555556,13.0,4.521078431372549,5.848312797385621,0.0,7.96875,7.5,7.222219999999999
ALUNO-439,2020,4.0,9.58335,5.0,0.0,15.0,3.6,4.931111666666667,1.0,7.916666666666668,7.5,6.055549999999999
ALUNO-439,2021,,,,,16.0,,,0.0,,,
ALUNO-439,2022,,,,,17.0,,,0.0,,,
ALUNO-44,2020,1.0,9.000020000000001,10.0,0.0,9.0,6.8,6.218335,0.0,6.25,7.5,7.916665
ALUNO-44,2021,,,,,10.0,,,0.0,,,
ALUNO-44,2022,,,,,11.0,,,0.0,,,
ALUNO-440,2020,,,,,,,,1.0,,,
ALUNO-440,2021,5.0,8.3,5.0,6.7,13.0,8.1,7.382,1.0,8.1,7.5,7.7
ALUNO-440,2022,,,,,13.0,,,0.0,,,
ALUNO-441,2020,2.0,9.500020000000001,10.0,8.5,11.0,7.4,7.599446,1.0,5.0,6.25,6.72222
ALUNO-441,2021,2.0,9.0,5.0,7.8,12.0,7.9,7.571,0.0,8.1,6.3,8.0
ALUNO-441,2022,3.0,8.75001,10.0,6.344444444444445,13.0,5.765262340634195,6.802149357015729,0.0,7.34375,5.625,6.04166
ALUNO-442,2020,0.0,8.500020000000001,5.0,9.5,9.0,10.0,8.216668,0.0,7.5,7.5,7.33333
ALUNO-442,2021,1.0,8.5,5.0,0.7,10.0,4.2,5.188,0.0,7.5,7.5,6.8
ALUNO-442,2022,,,,,11.0,,,0.0,,,
ALUNO-443,2020,2.0,8.500020000000001,5.0,6.0,12.0,9.7,7.670558000000001,1.0,8.749999999999998,7.5,7.777780000000001
ALUNO-443,2021,,,,,13.0,,,0.0,,,
ALUNO-443,2022,,,,,14.0,,,0.0,,,
ALUNO-444,2020,,,,,,,,1.0,,,
ALUNO-444,2021,1.0,9.5,5.0,5.1,13.0,4.2,6.469,1.0,8.1,7.5,8.1
ALUNO-444,2022,2.0,8.000020000000001,5.0,5.933333333333334,13.0,9.342251950947604,7.284286390189521,0.0,6.458333333333334,7.5,7.66667
ALUNO-445,2020,1.0,9.000020000000001,5.0,4.75,11.0,6.3,6.662085000000001,0.0,7.1875,7.5,7.916665
ALUNO-445,2021,,,,,12.0,,,0.0,,,
ALUNO-445,2022,,,,,13.0,,,0.0,,,
ALUNO-446,2020,,,,,,,,1.0,,,
ALUNO-446,2021,,,,,13.0,,,0.0,,,
ALUNO-446,2022,0.0,8.000020000000001,5.0,7.833333333333334,13.0,9.568151147098517,7.676131896086369,1.0,5.625,7.5,7.916665
ALUNO-447,2020,0.0,8.500020000000001,5.0,9.5,10.0,10.0,7.0,1.0,2.5,5.0,4.99999
ALUNO-447,2021,1.0,9.5,5.0,6.4,11.0,9.6,7.69,0.0,7.9,5.0,8.7
ALUNO-447,2022,1.0,8.500020000000001,5.0,7.416666666666666,12.0,8.897630147630148,7.301750696192697,0.0,6.041666666666667,5.625,7.611113333333334
ALUNO-448,2020,2.0,9.500020000000001,10.0,1.5,11.0,8.9,7.510557333333334,1.0,8.541666666666666,9.375,8.444443333333332
ALUNO-448,2021,3.0,9.2,10.0,6.3,12.0,7.8,7.85,0.0,7.5,7.5,8.1
ALUNO-448,2022,2.0,9.000020000000001,5.0,5.583333333333333,13.0,9.14141414141414,7.482452161616162,0.0,6.875,7.5,8.500003333333334
ALUNO-449,2020,1.0,9.500020000000001,10.0,10.0,9.0,9.2,8.745557333333332,1.0,7.5,7.5,7.277776666666666
ALUNO-449,2021,2.0,8.5,10.0,4.9,10.0,7.5,7.653,0.0,8.5,7.5,8.6
ALUNO-449,2022,2.0,8.000020000000001,10.0,6.166666666666666,11.0,8.271604938271604,7.694600987654322,0.0,6.458333333333334,7.5,8.055556666666666
ALUNO-45,2020,1.0,8.500020000000001,5.0,10.0,11.0,1.0,6.631252,1.0,7.8125,7.5,7.75
ALUNO-45,2021,,,,,12.0,,,0.0,,,
ALUNO-45,2022,2.0,7.916679999999999,5.0,5.0,13.0,9.166666666666666,6.730556,1.0,6.25,6.25,6.777773333333332
ALUNO-450,2020,4.0,7.91667,5.0,6.666666666666667,15.0,6.4,6.957083833333334,1.0,8.4375,7.5,7.2916675
ALUNO-450,2021,5.0,7.1,5.0,6.3,16.0,7.5,7.196,1.0,8.1,7.5,8.3
ALUNO-450,2022,5.0,7.91667,5.0,1.166666666666667,17.0,1.950757575757576,4.331819181818182,0.0,5.0,7.5,5.833336666666667
ALUNO-451,2020,1.0,9.000020000000001,10.0,4.5,9.0,8.0,7.322224,1.0,7.083333333333333,6.25,7.944443333333333
ALUNO-451,2021,1.0,8.5,5.0,1.0,10.0,5.0,5.667,0.0,8.3,7.5,7.7
ALUNO-451,2022,,,,,11.0,,,0.0,,,
ALUNO-452,2020,,,,,,,,1.0,,,
ALUNO-452,2021,1.0,7.0,5.0,4.8,13.0,8.8,7.118,1.0,8.1,7.5,8.3
ALUNO-452,2022,1.0,6.91668,5.0,6.916666666666667,13.0,8.705128205128204,7.003526974358975,0.0,6.25,5.625,7.5
ALUNO-453,2020,1.0,8.500020000000001,5.0,0.0,10.0,6.1,5.682502,1.0,8.125,7.5,7.75
ALUNO-453,2021,,,,,11.0,,,0.0,,,
ALUNO-453,2022,,,,,12.0,,,0.0,,,
ALUNO-454,2020,,,,,,,,1.0,,,
ALUNO-454,2021,,,,,13.0,,,0.0,,,
ALUNO-454,2022,5.0,8.33334,5.0,7.755555555555556,13.0,7.532623626373626,7.639929503052503,1.0,7.65625,7.5,8.666673333333332
ALUNO-455,2020,2.0,9.500020000000001,10.0,7.0,9.0,9.3,8.586392000000002,1.0,7.708333333333334,7.5,9.277783333333334
ALUNO-455,2021,2.0,8.5,10.0,4.9,10.0,7.1,7.154,0.0,7.3,7.5,7.2
ALUNO-455,2022,2.0,9.000020000000001,10.0,8.083333333333332,11.0,9.555555555555555,8.400003111111111,0.0,6.666666666666666,7.5,7.777783333333335
ALUNO-456,2020,,,,,,,,1.0,,,
ALUNO-456,2021,,,,,13.0,,,0.0,,,
ALUNO-456,2022,1.0,8.500020000000001,5.0,7.75,13.0,9.30959595959596,7.866088525252525,1.0,6.875,7.5,8.333336666666668
ALUNO-457,2020,1.0,8.000020000000001,10.0,0.0,7.0,7.1,5.9116686666666665,0.0,5.625,5.625,7.833333333333333
ALUNO-457,2021,,,,,8.0,,,0.0,,,
ALUNO-457,2022,,,,,9.0,,,0.0,,,
ALUNO-458,2020,1.0,8.500020000000001,5.0,0.0,10.0,6.2,5.535835333333334,0.0,7.291666666666667,7.5,7.333333333333333
ALUNO-458,2021,,,,,11.0,,,0.0,,,
ALUNO-458,2022,,,,,12.0,,,0.0,,,
ALUNO-459,2020,5.0,6.66666,5.0,3.6666666666666665,17.0,6.9,5.938332666666667,1.0,8.125,3.125,7.666666666666667
ALUNO-459,2021,,,,,18.0,,,0.0,,,
ALUNO-459,2022,,,,,19.0,,,0.0,,,
ALUNO-46,2020,0.0,9.500020000000001,10.0,0.0,8.0,10.0,6.966669,0.0,7.5,7.5,7.583335
ALUNO-46,2021,0.0,8.5,10.0,6.9,9.0,10.0,8.471,0.0,8.1,7.5,8.4
ALUNO-46,2022,1.0,8.500020000000001,10.0,5.0,10.0,9.082456140350876,7.398436561403509,0.0,6.041666666666667,7.5,6.888883333333333
ALUNO-460,2020,5.0,9.58335,10.0,6.333333333333333,15.0,9.0,8.113544166666667,1.0,8.59375,4.375,8.958337499999999
ALUNO-460,2021,,,,,16.0,,,0.0,,,
ALUNO-460,2022,,,,,17.0,,,0.0,,,
ALUNO-461,2020,,,,,,,,1.0,,,
ALUNO-461,2021,,,,,13.0,,,0.0,,,
ALUNO-461,2022,1.0,9.000020000000001,5.0,7.416666666666666,13.0,9.0,7.856253333333334,1.0,6.5625,7.5,8.83334
ALUNO-462,2020,5.0,7.91667,5.0,6.0,16.0,8.2,7.248334333333334,0.0,8.333333333333334,7.5,7.666670000000001
ALUNO-462,2021,,,,,17.0,,,0.0,,,
ALUNO-462,2022,,,,,18.0,,,0.0,,,
ALUNO-463,2020,3.0,8.75001,10.0,8.0,12.0,9.7,8.291043,1.0,8.59375,5.0,7.583335
ALUNO-463,2021,4.0,9.6,10.0,7.0,13.0,8.3,8.292,0.0,8.8,7.5,8.2
ALUNO-463,2022,5.0,9.16668,10.0,6.0,14.0,9.23892773892774,7.674870047785548,0.0,7.1875,5.0,7.4583325
ALUNO-464,2020,4.0,9.58335,10.0,0.0,14.0,8.4,6.841113666666667,0.0,8.749999999999998,7.5,7.888893333333335
ALUNO-464,2021,,,,,15.0,,,0.0,,,
ALUNO-464,2022,,,,,16.0,,,0.0,,,
ALUNO-465,2020,,,,,,,,1.0,,,
ALUNO-465,2021,0.0,8.5,5.0,7.6,13.0,10.0,8.123,1.0,7.8,7.5,8.6
ALUNO-465,2022,1.0,8.000020000000001,5.0,8.0,13.0,8.992200328407225,7.854693065681446,0.0,6.5625,7.5,8.750005
ALUNO-466,2020,6.0,0.0,5.0,5.166666666666667,17.0,6.5,5.782291333333333,1.0,7.65625,6.25,7.791665
ALUNO-466,2021,,,,,18.0,,,0.0,,,
ALUNO-466,2022,,,,,19.0,,,0.0,,,
ALUNO-467,2020,2.0,9.500020000000001,5.0,3.75,13.0,7.5,6.622917999999999,1.0,7.1875,6.875,7.58333
ALUNO-467,2021,,,,,14.0,,,0.0,,,
ALUNO-467,2022,,,,,15.0,,,0.0,,,
ALUNO-468,2020,1.0,9.500020000000001,5.0,9.0,10.0,7.5,7.426390666666667,1.0,6.875,5.0,7.444443333333333
ALUNO-468,2021,2.0,7.0,10.0,3.6,11.0,6.3,6.583,1.0,7.7,7.5,7.0
ALUNO-468,2022,,,,,12.0,,,0.0,,,
ALUNO-469,2020,3.0,8.75001,10.0,8.0,12.0,9.1,8.347085000000002,1.0,7.8125,6.875,7.91667
ALUNO-469,2021,4.0,6.3,10.0,6.4,13.0,6.7,6.759,0.0,7.3,7.5,5.2
ALUNO-469,2022,4.0,8.33334,10.0,5.355555555555555,14.0,8.23038073038073,7.500521257187258,0.0,8.125,5.625,7.875
ALUNO-47,2020,,,,,,,,1.0,,,
ALUNO-47,2021,1.0,8.5,5.0,4.0,13.0,6.3,6.056,1.0,7.5,7.5,5.8
ALUNO-47,2022,1.0,8.500020000000001,5.0,7.416666666666666,13.0,10.0,7.65278,0.0,6.25,7.5,7.222223333333333
ALUNO-470,2020,,,,,,,,1.0,,,
ALUNO-470,2021,,,,,13.0,,,0.0,,,
ALUNO-470,2022,1.0,8.500020000000001,5.0,7.5,13.0,9.251724137931037,7.664929827586207,1.0,5.9375,6.875,8.416665
ALUNO-471,2020,,,,,,,,1.0,,,
ALUNO-471,2021,,,,,13.0,,,0.0,,,
ALUNO-471,2022,1.0,9.000020000000001,5.0,6.75,13.0,8.826364329796824,7.044440865959365,1.0,5.625,7.5,6.08333
ALUNO-472,2020,1.0,9.000020000000001,5.0,9.5,10.0,8.9,8.223057333333335,0.0,7.708333333333334,7.5,8.11111
ALUNO-472,2021,,,,,11.0,,,0.0,,,
ALUNO-472,2022,,,,,12.0,,,0.0,,,
ALUNO-473,2020,1.0,9.500020000000001,5.0,10.0,10.0,7.7,7.809445333333334,1.0,6.875,6.875,7.222216666666665
ALUNO-473,2021,,,,,11.0,,,0.0,,,
ALUNO-473,2022,,,,,12.0,,,0.0,,,
ALUNO-474,2020,1.0,9.500020000000001,5.0,9.5,10.0,8.3,8.033612666666667,1.0,7.291666666666667,7.5,7.72222
ALUNO-474,2021,2.0,9.0,10.0,4.6,11.0,7.5,7.215,0.0,7.1,7.5,7.2
ALUNO-474,2022,2.0,9.000020000000001,5.0,3.666666666666667,12.0,8.694463431305536,6.636118019594441,0.0,6.25,7.5,6.94445
ALUNO-475,2020,,,,,,,,1.0,,,
ALUNO-475,2021,,,,,13.0,,,0.0,,,
ALUNO-475,2022,3.0,0.0,5.0,3.166666666666667,13.0,6.207341269841269,4.265426587301587,1.0,6.40625,5.0,3.75
ALUNO-476,2020,7.0,8.33334,10.0,7.166666666666667,17.0,9.1,8.101250333333333,1.0,7.8125,6.25,8.041665
ALUNO-476,2021,,,,,18.0,,,0.0,,,
ALUNO-476,2022,,,,,19.0,,,0.0,,,
ALUNO-477,2020,2.0,9.000020000000001,5.0,2.75,12.0,5.9,5.791112666666667,1.0,7.5,5.0,7.055553333333332
ALUNO-477,2021,2.0,0.0,5.0,4.3,13.0,5.8,5.185,0.0,7.3,7.5,5.9
ALUNO-477,2022,2.0,10.00002,5.0,5.083333333333334,14.0,6.774410774410775,6.339605488215488,0.0,6.458333333333334,5.0,6.611106666666666
ALUNO-478,2020,2.0,9.500020000000001,5.0,2.0,14.0,9.3,6.578056666666668,0.0,7.291666666666667,7.5,6.944439999999998
ALUNO-478,2021,,,,,15.0,,,0.0,,,
ALUNO-478,2022,,,,,16.0,,,0.0,,,
ALUNO-479,2020,,,,,,,,1.0,,,
ALUNO-479,2021,,,,,13.0,,,0.0,,,
ALUNO-479,2022,6.0,0.0,5.0,3.733333333333333,13.0,3.972415052977713,4.985248010595543,1.0,5.46875,8.75,7.611116666666667
ALUNO-48,2020,,,,,,,,1.0,,,
ALUNO-48,2021,,,,,13.0,,,0.0,,,
ALUNO-48,2022,5.0,5.41667,5.0,0.0,13.0,3.803571428571429,3.914881285714285,1.0,5.625,6.25,4.625
ALUNO-480,2020,,,,,,,,1.0,,,
ALUNO-480,2021,,,,,13.0,,,0.0,,,
ALUNO-480,2022,0.0,8.000020000000001,10.0,5.0,13.0,5.901515151515152,6.330304030303031,1.0,4.375,8.125,5.499995
ALUNO-481,2020,,,,,,,,1.0,,,
ALUNO-481,2021,,,,,13.0,,,0.0,,,
ALUNO-481,2022,0.0,9.000020000000001,5.0,7.833333333333334,13.0,8.865384615384615,7.50432758974359,1.0,5.3125,7.5,7.41666
ALUNO-482,2020,2.0,10.000020000000001,5.0,8.0,12.0,9.6,8.342224,1.0,9.166666666666666,7.5,8.277776666666668
ALUNO-482,2021,2.0,10.0,5.0,9.1,13.0,10.0,9.021,0.0,9.8,7.5,9.8
ALUNO-482,2022,3.0,10.00002,5.0,7.666666666666667,14.0,10.0,8.467711333333334,0.0,8.59375,7.5,9.125005000000002
ALUNO-483,2020,2.0,9.500020000000001,10.0,8.0,11.0,9.6,8.374169333333333,1.0,7.708333333333334,5.0,8.16667
ALUNO-483,2021,2.0,9.5,5.0,8.1,12.0,8.3,7.644,0.0,7.9,5.0,8.1
ALUNO-483,2022,3.0,9.58335,10.0,8.166666666666666,13.0,9.666666666666666,8.672919666666665,0.0,8.4375,5.625,8.70834
ALUNO-484,2020,8.0,9.58335,10.0,7.8,18.0,0.0,5.703335,1.0,0.0,3.125,0.0
ALUNO-484,2021,,,,,19.0,,,0.0,,,
ALUNO-484,2022,,,,,20.0,,,0.0,,,
ALUNO-485,2020,,,,,,,,1.0,,,
ALUNO-485,2021,3.0,7.1,5.0,5.0,13.0,6.1,6.387,1.0,7.3,7.5,7.4
ALUNO-485,2022,,,,,13.0,,,0.0,,,
ALUNO-486,2020,2.0,9.000020000000001,5.0,0.5,12.0,9.0,5.862502000000001,1.0,5.625,5.0,7.5
ALUNO-486,2021,2.0,0.0,5.0,6.0,13.0,6.3,5.511,1.0,6.7,7.5,5.7
ALUNO-486,2022,3.0,0.0,5.0,6.0,14.0,4.775329529805234,4.498817405961047,0.0,5.3125,5.625,3.7500075
ALUNO-487,2020,0.0,9.500020000000001,10.0,10.0,8.0,10.0,8.78125,1.0,7.8125,7.5,6.49999
ALUNO-487,2021,0.0,10.0,5.0,7.1,9.0,6.7,7.44,0.0,7.8,7.5,8.3
ALUNO-487,2022,,,,,10.0,,,0.0,,,
ALUNO-488,2020,3.0,10.000020000000001,10.0,5.666666666666667,13.0,4.2,6.512222666666668,1.0,7.291666666666667,6.875,5.611103333333335
ALUNO-488,2021,3.0,8.3,5.0,3.0,14.0,5.3,5.539,0.0,7.1,7.5,5.5
ALUNO-488,2022,,,,,15.0,,,0.0,,,
ALUNO-489,2020,,,,,,,,1.0,,,
ALUNO-489,2021,,,,,13.0,,,0.0,,,
ALUNO-489,2022,1.0,8.000020000000001,5.0,7.75,13.0,9.166666666666666,7.483335333333333,1.0,5.833333333333334,7.5,7.333333333333333
ALUNO-49,2020,,,,,,,,1.0,,,
ALUNO-49,2021,,,,,13.0,,,0.0,,,
ALUNO-49,2022,0.0,9.50002,5.0,8.166666666666666,13.0,10.0,8.339586333333333,1.0,6.5625,7.5,9.250005
ALUNO-490,2020,3.0,9.58335,5.0,8.666666666666666,14.0,8.5,8.003127333333333,1.0,7.65625,6.875,8.29167
ALUNO-490,2021,4.0,8.8,5.0,6.5,15.0,7.8,7.044,1.0,7.3,6.9,7.0
ALUNO-490,2022,4.0,7.91667,2.5,6.722222222222222,16.0,8.243464052287582,6.846262254901961,0.0,7.65625,5.625,7.416665
ALUNO-491,2020,1.0,8.500020000000001,5.0,10.0,10.0,2.3,6.662084,1.0,7.1875,7.5,6.91666
ALUNO-491,2021,,,,,11.0,,,0.0,,,
ALUNO-491,2022,2.0,9.50002,5.0,5.5,12.0,9.444444444444445,7.180556888888889,1.0,6.25,7.5,6.833329999999998
ALUNO-492,2020,7.0,6.66666,10.0,5.833333333333333,17.0,8.1,7.602290666666668,1.0,7.65625,7.5,8.166665
ALUNO-492,2021,,,,,18.0,,,0.0,,,
ALUNO-492,2022,,,,,19.0,,,0.0,,,
ALUNO-493,2020,,,,,,,,1.0,,,
ALUNO-493,2021,,,,,13.0,,,0.0,,,
ALUNO-493,2022,1.0,6.91668,5.0,5.75,13.0,8.672013366750209,6.376068673350042,1.0,5.0,7.5,5.24999
ALUNO-494,2020,,,,,,,,1.0,,,
ALUNO-494,2021,1.0,9.5,5.0,7.2,13.0,9.2,8.268,1.0,8.8,7.5,9.6
ALUNO-494,2022,,,,,13.0,,,0.0,,,
ALUNO-495,2020,8.0,7.91667,10.0,8.4,19.0,10.0,8.651667,1.0,0.0,7.5,0.0
ALUNO-495,2021,,,,,20.0,,,0.0,,,
ALUNO-495,2022,,,,,21.0,,,0.0,,,
ALUNO-496,2020,3.0,10.000020000000001,10.0,7.666666666666667,11.0,9.5,8.688544833333335,1.0,7.96875,7.5,8.5416725
ALUNO-496,2021,4.0,9.6,10.0,7.5,12.0,6.7,7.895,1.0,8.3,7.5,7.7
ALUNO-496,2022,5.0,9.58335,10.0,6.155555555555555,13.0,8.87797619047619,7.860874682539682,0.0,6.458333333333334,7.5,7.5
ALUNO-497,2020,,,,,,,,1.0,,,
ALUNO-497,2021,2.0,9.0,5.0,6.6,13.0,8.3,7.599,1.0,8.1,7.5,8.2
ALUNO-497,2022,3.0,8.75001,10.0,6.777777777777779,13.0,5.602272727272728,7.039899101010102,0.0,7.5,7.5,5.944440000000002
ALUNO-498,2020,,,,,,,,1.0,,,
ALUNO-498,2021,3.0,9.6,10.0,3.8,13.0,3.9,5.735,1.0,7.3,5.0,5.1
ALUNO-498,2022,3.0,9.58335,10.0,2.555555555555556,13.0,4.255681818181818,5.670581974747474,0.0,6.25,7.5,4.8749975
ALUNO-499,2020,1.0,9.500020000000001,5.0,9.0,11.0,8.7,8.308752,1.0,7.1875,10.0,8.0
ALUNO-499,2021,2.0,9.0,5.0,7.1,12.0,7.1,7.497,0.0,7.5,7.5,8.8
ALUNO-499,2022,2.0,9.50002,5.0,7.5,13.0,8.977072310405644,7.882917128747796,0.0,6.25,8.125,8.500003333333334
ALUNO-5,2020,2.0,7.50002,10.0,7.5,10.0,8.0,8.077085,1.0,8.4375,7.5,8.166665
ALUNO-5,2021,2.0,7.4,10.0,5.4,11.0,7.5,7.399,0.0,8.5,7.5,7.4
ALUNO-5,2022,2.0,6.41668,5.0,7.083333333333334,12.0,8.557504873294347,7.232336307992202,0.0,6.458333333333334,7.5,7.833336666666667
ALUNO-50,2020,,,,,,,,1.0,,,
ALUNO-50,2021,,,,,13.0,,,0.0,,,
ALUNO-50,2022,3.0,0.0,10.0,3.055555555555556,13.0,4.630580097651709,4.966393630641453,1.0,5.625,7.5,5.5833325
ALUNO-500,2020,6.0,9.16668,10.0,4.833333333333333,16.0,8.5,7.771876666666667,1.0,7.96875,7.5,8.208335
ALUNO-500,2021,7.0,9.2,10.0,6.4,17.0,8.9,7.878,0.0,8.1,5.6,7.6
ALUNO-500,2022,,,,,18.0,,,0.0,,,
ALUNO-501,2020,,,,,,,,1.0,,,
ALUNO-501,2021,,,,,13.0,,,0.0,,,
ALUNO-501,2022,1.0,8.000020000000001,5.0,7.083333333333334,13.0,9.269841269841269,7.335914920634921,1.0,6.041666666666667,7.5,7.055556666666667
ALUNO-502,2020,4.0,8.75001,10.0,6.666666666666667,13.0,8.5,8.179167666666668,1.0,8.541666666666666,7.5,8.333333333333334
ALUNO-502,2021,4.0,10.0,10.0,3.9,14.0,4.7,6.853,0.0,8.8,7.5,7.5
ALUNO-502,2022,4.0,10.00002,5.0,4.411111111111111,15.0,8.33137408568443,7.356831539359108,0.0,8.125,9.375,7.7916625
ALUNO-503,2020,0.0,9.000020000000001,10.0,5.75,8.0,10.0,7.233337000000001,0.0,2.5,7.5,5.916675
ALUNO-503,2021,0.0,9.5,5.0,6.9,9.0,10.0,8.008,1.0,7.5,7.5,8.4
ALUNO-503,2022,1.0,8.500020000000001,5.0,8.166666666666666,10.0,10.0,7.826390666666667,0.0,6.041666666666667,7.5,7.444443333333333
ALUNO-504,2020,,,,,,,,1.0,,,
ALUNO-504,2021,,,,,13.0,,,0.0,,,
ALUNO-504,2022,5.0,9.16668,5.0,7.0,13.0,7.041396103896105,6.724948054112554,1.0,4.583333333333333,7.5,6.4583375
ALUNO-505,2020,,,,,,,,1.0,,,
ALUNO-505,2021,,,,,13.0,,,0.0,,,
ALUNO-505,2022,4.0,9.16668,10.0,5.333333333333333,13.0,7.93767507002801,7.893786180672269,1.0,7.8125,10.0,7.7083325
ALUNO-507,2020,3.0,9.58335,10.0,7.666666666666667,13.0,8.8,8.008612333333332,1.0,8.125,5.0,7.222219999999999
ALUNO-507,2021,4.0,9.6,10.0,2.8,14.0,3.9,5.58,0.0,7.2,5.0,5.3
ALUNO-507,2022,4.0,9.58335,5.0,5.577777777777778,15.0,7.961309523809524,6.738025960317461,0.0,7.34375,5.625,6.3749925
ALUNO-508,2020,,,,,,,,1.0,,,
ALUNO-508,2021,,,,,13.0,,,0.0,,,
ALUNO-508,2022,0.0,8.500020000000001,5.0,7.916666666666666,13.0,9.70961887477314,7.771092108287961,1.0,5.625,7.5,7.916665
ALUNO-509,2020,7.0,7.91667,10.0,6.333333333333333,17.0,9.5,8.215626166666667,1.0,7.65625,7.5,8.7083375
ALUNO-509,2021,,,,,18.0,,,0.0,,,
ALUNO-509,2022,,,,,19.0,,,0.0,,,
ALUNO-51,2020,0.0,9.500020000000001,10.0,10.0,8.0,9.8,8.955835,1.0,8.125,7.5,7.416665
ALUNO-51,2021,1.0,9.0,10.0,5.4,9.0,9.2,8.051,1.0,7.7,7.5,8.6
ALUNO-51,2022,1.0,9.000020000000001,5.0,5.083333333333334,10.0,9.203448275862067,6.953190321839081,0.0,5.625,7.5,6.91666
ALUNO-510,2020,,,,,,,,1.0,,,
ALUNO-510,2021,,,,,13.0,,,0.0,,,
ALUNO-510,2022,0.0,8.916680000000001,5.0,7.5,13.0,8.993265993265993,7.592405198653199,1.0,5.3125,6.875,8.41667
ALUNO-511,2020,,,,,,,,1.0,,,
ALUNO-511,2021,0.0,7.5,5.0,6.6,13.0,8.3,7.296,1.0,7.5,7.5,7.8
ALUNO-511,2022,,,,,13.0,,,0.0,,,
ALUNO-512,2020,3.0,8.75001,5.0,8.333333333333334,14.0,10.0,8.302779666666668,1.0,9.791666666666666,4.375,9.222226666666666
ALUNO-512,2021,4.0,8.3,5.0,7.0,15.0,8.6,7.972,0.0,8.8,7.5,9.5
ALUNO-512,2022,,,,,16.0,,,0.0,,,
ALUNO-513,2020,1.0,7.4166799999999995,10.0,10.0,9.0,9.4,8.734168,0.0,8.125,7.5,7.75
ALUNO-513,2021,1.0,8.5,5.0,6.1,10.0,7.5,7.285,0.0,7.7,7.5,8.4
ALUNO-513,2022,1.0,10.00002,5.0,8.5,11.0,9.2330779054917,8.219535581098341,0.0,6.5625,7.5,8.83334
ALUNO-514,2020,,,,,,,,1.0,,,
ALUNO-514,2021,,,,,13.0,,,0.0,,,
ALUNO-514,2022,5.0,7.91667,5.0,4.75,13.0,6.915584415584416,6.058117716450217,1.0,4.583333333333333,7.5,6.1250025
ALUNO-515,2020,5.0,6.66666,10.0,6.333333333333333,14.0,9.1,7.521039666666667,1.0,7.96875,6.875,6.41666
ALUNO-515,2021,,,,,15.0,,,0.0,,,
ALUNO-515,2022,,,,,16.0,,,0.0,,,
ALUNO-516,2020,,,,,,,,1.0,,,
ALUNO-516,2021,,,,,13.0,,,0.0,,,
ALUNO-516,2022,0.0,9.50002,5.0,6.916666666666666,13.0,7.13412070481214,7.139326474295761,1.0,5.625,7.5,7.833335
ALUNO-517,2020,5.0,9.16668,10.0,6.333333333333333,15.0,3.1,6.953335333333333,0.0,8.333333333333334,7.5,7.833336666666668
ALUNO-517,2021,,,,,16.0,,,0.0,,,
ALUNO-517,2022,,,,,17.0,,,0.0,,,
ALUNO-518,2020,6.0,8.75001,10.0,7.333333333333333,16.0,9.2,8.320209166666666,1.0,7.96875,7.5,7.9583325
ALUNO-518,2021,7.0,9.6,10.0,7.9,17.0,6.7,7.971,0.0,8.1,7.5,7.7
ALUNO-518,2022,,,,,18.0,,,0.0,,,
ALUNO-519,2020,,,,,,,,1.0,,,
ALUNO-519,2021,,,,,13.0,,,0.0,,,
ALUNO-519,2022,0.0,8.500020000000001,10.0,8.9,13.0,8.663153271848923,8.325132654369785,1.0,5.625,7.5,8.25
ALUNO-52,2020,2.0,10.000020000000001,10.0,7.0,10.0,8.6,8.181112666666667,1.0,7.916666666666668,6.25,8.22222
ALUNO-52,2021,,,,,11.0,,,0.0,,,
ALUNO-52,2022,,,,,12.0,,,0.0,,,
ALUNO-520,2020,2.0,7.4166799999999995,10.0,6.0,10.0,9.6,8.17278,1.0,8.75,6.25,9.05556
ALUNO-520,2021,3.0,7.9,10.0,7.2,11.0,9.7,8.414,0.0,9.0,5.6,8.9
ALUNO-520,2022,4.0,7.5,10.0,7.744444444444444,12.0,10.0,8.31659788888889,0.0,7.34375,6.25,8.29167
ALUNO-521,2020,1.0,8.500020000000001,5.0,10.0,10.0,8.5,8.647224666666666,1.0,8.75,10.0,8.611113333333334
ALUNO-521,2021,2.0,9.5,10.0,5.3,11.0,4.6,7.254,0.0,8.5,7.5,8.7
ALUNO-521,2022,2.0,8.500020000000001,5.0,6.666666666666666,12.0,7.375612892854272,6.950124578570855,0.0,6.666666666666666,6.25,7.5
ALUNO-522,2020,1.0,8.500020000000001,5.0,6.5,11.0,9.3,7.495419,1.0,7.1875,7.5,7.583335
ALUNO-522,2021,2.0,8.5,5.0,3.8,12.0,4.2,5.868,0.0,7.5,7.5,7.1
ALUNO-522,2022,2.0,8.500020000000001,5.0,4.466666666666667,13.0,4.280096793708409,5.857687358741682,0.0,5.416666666666667,7.5,7.333330000000001
ALUNO-523,2020,,,,,,,,1.0,,,
